League,Home,Away,INC,Date,Time,H_Score,A_Score,WIN,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards
laliga,Real Madrid,Getafe,"[""38' Goal_Home - Casemiro(Vinicius Junior)"", ""44' Yellow_Home - Casemiro(Nadmierna ostrość)"", ""45' Yellow_Home - Valverde F.(Podcięcie)"", ""68' Goal_Home - Lucas(Rodrygo)"", ""76' Yellow_Away - Olivera M.(Podcięcie)"", ""79' Yellow_Away - Djene(Nadmierna ostrość)""]",09.04.2022,21:00,2,0,Home,69%,31%,26,8,8,0,162,70,74,21,8,4,10,4,10,15,10,2,2,0,0,6,13,11,2,2
laliga,Villarreal,Athletic Bilbao,"[""43' Goal_Away - Garcia R.(Muniain I.)"", ""50' Yellow_Home - Pedraza A.(Podcięcie)"", ""60' Goal_Home - Pedraza A.(Chukwueze S.)"", ""81' Yellow_Home - Mandi A.(Niesportowe zachowanie)"", ""85' Yellow_Away - Petxa A.(Podcięcie)"", ""90' Yellow_Away - Garcia D.(Podcięcie)"", ""90+1' Yellow_Away - Sancet O.(Uderzenie łokciem)""]",09.04.2022,18:30,1,1,Draw,60%,40%,11,12,5,6,113,88,47,47,3,2,3,4,15,18,7,2,1,0,5,4,17,15,2,3
laliga,Mallorca,Atletico Madrid,"[""44' Yellow_Home - Rodriguez D.(Faul)"", ""63' Yellow_Away - Vrsaljko S.(Nadmierna ostrość)"", ""66' Yellow_Away - Mandava R.(Podcięcie)"", ""68' Goal_Home - Muriqi V.(Penalty )"", ""80' Yellow_Away - Savic S.(Niesportowe zachowanie)"", ""84' Yellow_Away - Kondogbia G.(Faul)""]",09.04.2022,16:15,1,0,Home,32%,68%,10,9,3,1,95,127,38,47,6,3,1,5,11,14,1,6,0,1,1,2,14,11,1,4
laliga,Cadiz,Betis,"[""16' Var_Away"", ""25' Yellow_Away - Sabaly Y.(Przytrzymywanie)"", ""58' Goal_Home - Alejo I."", ""65' Yellow_Home - Alcaraz R.(Przytrzymywanie)"", ""78' Goal_Away - Tello C.(Fekir N.)"", ""85' Goal_Away - Iglesias B.(Penalty )"", ""89' Yellow_Away - Bartra M.(Nadmierna ostrość)""]",09.04.2022,14:00,1,2,Away,39%,61%,10,10,4,3,77,84,39,38,4,5,2,2,14,18,8,4,2,4,1,3,18,10,1,2
laliga,Sevilla,Granada,"[""23' Goal_Away - Machis D.(Suarez L.)"", ""32' Goal_Home - Diego Carlos(Navas J.)"", ""42' Yellow_Away - Eteki Y.(Nadmierna ostrość)"", ""57' Yellow_Home - Jordan J.(Podcięcie)"", ""66' Goal_Home - Ocampos L.(Corona J.)"", ""69' Yellow_Home - El Haddadi M.(Poza boiskiem)"", ""76' Var_Home"", ""76' Yellow_Away - Suarez L.(Niesportowe zachowanie)"", ""78' Yellow_Home - Mir R.(Niesportowe zachowanie)"", ""88' Goal_Away - Diaz V.(Milla L.)"", ""90+3' Goal_Home - Mir R.(Rakitic I.)"", ""90+9' Goal_Home - Papu Gomez(Torres O.)""]",08.04.2022,21:00,4,2,Home,73%,27%,16,15,8,5,137,88,104,27,7,8,1,2,12,9,14,3,1,1,3,4,7,7,3,2
laliga,Real Sociedad,Espanyol,"[""51' Var_Home"", ""55' Yellow_Away - Herrera Y.(Podcięcie)"", ""73' Yellow_Home - Rico D.(Nadmierna ostrość)"", ""76' Yellow_Away - Darder S.(Niesportowe zachowanie)"", ""90+1' Yellow_Home - Isak A.(Podcięcie)"", ""90+5' Yellow_Away - Vidal A.(Niesportowe zachowanie)"", ""90+6' Goal_Home - Isak A.(Penalty )"", ""90+7' Yellow_Away - Pedrosa A.(Podcięcie)""]",04.04.2022,21:00,1,0,Home,68%,32%,17,8,6,2,136,82,83,24,6,5,5,1,12,21,6,0,4,0,2,5,17,13,2,4
laliga,Barcelona,Sevilla,"[""56' Yellow_Home - Xavi(Poza boiskiem)"", ""61' Yellow_Home - Busquets S.(Przytrzymywanie)"", ""72' Goal_Home - Pedri(Dembele O.)"", ""82' Yellow_Home - Dembele O.(Faul)"", ""85' Yellow_Away - Corona J.(Niesportowe zachowanie)"", ""85' Yellow_Away - Montiel G.(Niesportowe zachowanie)"", ""85' Yellow_Home - Pique G.(Przytrzymywanie)"", ""88' Yellow_Away - Ocampos L.(Podcięcie)""]",03.04.2022,21:00,1,0,Home,55%,45%,19,8,6,3,116,73,72,35,10,3,3,2,9,14,9,2,2,1,3,5,12,8,3,3
laliga,Granada,Vallecano,"[""06' Goal_Away - Catena A.(Palazon I.)"", ""08' Yellow_Home - Petrovic N.(Podcięcie)"", ""17' Goal_Away - Guardiola S.(Garcia A.)"", ""23' Yellow_Home - Milla L.(Niesportowe zachowanie)"", ""45+3' Yellow_Home - Collado A.(Nadmierna ostrość)"", ""49' Yellow_Away - Comesana S.(Przytrzymywanie)"", ""51' Red_Card_Away - Żółta kartka / Comesana S.(Podcięcie)"", ""57' Yellow_Away - Guardiola S.(Niesportowe zachowanie)"", ""67' Goal_Home - Molina J.(Sanchez G.)"", ""88' Yellow_Home - Arezo M.(Przytrzymywanie)"", ""90+3' Yellow_Away - Catena A.(Niesportowe zachowanie)"", ""90+4' Goal_Home - Milla L.(Penalty )"", ""90+5' Yellow_Away - Hernandez M.(Podcięcie)""]",03.04.2022,18:30,2,2,Draw,64%,36%,17,10,9,4,129,107,63,39,5,5,3,1,13,16,5,4,2,0,2,7,14,14,4,5
laliga,Valencia,Cadiz,"[""33' Yellow_Away - Fede(Podcięcie)"", ""58' Yellow_Away - Alejo I.(Nadmierna ostrość)"", ""59' Yellow_Home - Alderete O.(Przytrzymywanie)"", ""66' Yellow_Home - Gabriel Paulista(Podcięcie)"", ""77' Yellow_Away - Alcaraz R.(Nadmierna ostrość)"", ""86' Yellow_Away - Jose Mari(Przytrzymywanie)"", ""87' Yellow_Away - Lozano C.(Przytrzymywanie)"", ""90+5' Red_Card_Away - Żółta kartka / Jose Mari(Podcięcie)"", ""90+6' Yellow_Home - Diakhaby M.(Niesportowe zachowanie)""]",03.04.2022,18:30,0,0,Draw,51%,49%,5,4,1,3,119,98,61,38,3,1,1,0,22,13,4,3,2,4,3,1,11,18,3,6
laliga,Betis,Osasuna,"[""34' Goal_Home - Juanmi"", ""38' Yellow_Home - Carvalho W.(Nadmierna ostrość)"", ""45+1' Goal_Home - Juanmi(Moreno A.)"", ""65' Goal_Away - Budimir A."", ""81' Yellow_Away - Cote(Nadmierna ostrość)"", ""82' Goal_Home - Carvalho W.(Juanmi)"", ""87' Yellow_Away - Garcia D.(Podcięcie)"", ""88' Goal_Home - Moreno A.(Juanmi)"", ""90' Yellow_Away - Avila C.(Nadmierna ostrość)""]",03.04.2022,16:15,4,1,Home,55%,45%,24,10,8,3,108,98,47,42,10,5,6,2,10,10,11,7,0,5,2,4,11,5,1,3
laliga,Athletic Bilbao,Elche,"[""32' Goal_Home - Berenguer A.(Berchiche Y.)"", ""47' Yellow_Away - Bigas P.(Podcięcie)"", ""50' Yellow_Home - Vesga M.(Przytrzymywanie)"", ""56' Yellow_Away - Marcone I.(Faul)"", ""61' Yellow_Away - Carrillo G.(Nadmierna ostrość)"", ""67' Yellow_Away - Josan(Nadmierna ostrość)"", ""86' Goal_Home - Villalibre A.(Garcia R.)"", ""90+2' Goal_Away - Josan(Gumbau G.)"", ""90+5' Yellow_Home - Nunez U.(Opóźnianie gry)""]",03.04.2022,14:00,2,1,Home,48%,52%,16,6,6,2,123,104,61,28,7,0,3,4,18,15,7,4,1,2,1,4,14,16,2,4
laliga,Atletico Madrid,Alaves,"[""11' Goal_Home - Joao Felix(Vrsaljko S.)"", ""63' Goal_Away - Escalante G.(Mendez E.)"", ""72' Yellow_Home - Llorente M.(Faul)"", ""75' Goal_Home - Suarez L.(Penalty )"", ""82' Goal_Home - Joao Felix"", ""90' Goal_Home - Suarez L.(Matheus Cunha)""]",02.04.2022,21:00,4,1,Home,49%,51%,14,7,8,1,91,127,38,26,5,3,1,3,14,13,7,2,3,2,0,4,10,13,1,0
laliga,Celta Vigo,Real Madrid,"[""19' Goal_Away - Benzema K.(Penalty )"", ""36' Yellow_Home - Galan J.(Nadmierna ostrość)"", ""39' Var_Home"", ""40' Yellow_Home - Galhardo T.(Niesportowe zachowanie)"", ""52' Goal_Home - Nolito(Galan J.)"", ""57' Yellow_Home - Murillo J.(Nadmierna ostrość)"", ""64' Penalty_Missed_Away -  Benzema K.()"", ""69' Goal_Away - Benzema K.(Penalty )""]",02.04.2022,18:30,1,2,Away,55%,45%,10,12,4,6,114,80,71,32,3,4,3,2,14,15,9,3,1,2,4,3,16,12,3,0
laliga,Levante,Villarreal,"[""21' Yellow_Home - Morales J. L.(Faul)"", ""56' Yellow_Home - Marti R.(Nadmierna ostrość)"", ""64' Yellow_Away - Torres P.(Uderzenie łokciem)"", ""69' Goal_Home - Morales J. L.(Marti R.)"", ""74' Yellow_Away - Coquelin F.(Podcięcie)"", ""88' Yellow_Home - Malsa M.(Faul)"", ""89' Yellow_Home - Pepelu(Nadmierna ostrość)"", ""90+1' Goal_Home - Morales J. L.""]",02.04.2022,16:15,2,0,Home,41%,59%,13,13,4,2,81,138,35,78,5,7,4,4,13,20,1,8,4,0,2,2,16,13,4,2
laliga,Getafe,Mallorca,"[""19' Yellow_Home - Suarez D.(Przytrzymywanie)"", ""29' Yellow_Away - Rodriguez D.(Nadmierna ostrość)"", ""40' Yellow_Home - Ramirez S.(Niesportowe zachowanie)"", ""40' Yellow_Home - Unal E.(Niesportowe zachowanie)"", ""41' Yellow_Away - Gonzalez G.(Niesportowe zachowanie)"", ""41' Yellow_Away - Russo F.(Niesportowe zachowanie)"", ""41' Yellow_Away - Sevilla S.(Uderzenie łokciem)"", ""45' Yellow_Home - Arambarri M.(Podcięcie)"", ""63' Red_Card_Away - Żółta kartka / Russo F.(Zagranie ręką)"", ""65' Penalty_Missed_Home -  Unal E.()"", ""82' Goal_Home - Mayoral B.(Villar G.)"", ""82' Yellow_Home - Mayoral B.(Niesportowe zachowanie)"", ""89' Yellow_Away - Maffeo P.(Nadmierna ostrość)""]",02.04.2022,14:00,1,0,Home,62%,38%,16,7,3,1,100,102,35,37,11,4,2,2,21,15,5,1,0,0,1,2,15,22,5,6
laliga,Real Madrid,Barcelona,"[""22' Yellow_Home - Kroos T.(Nadmierna ostrość)"", ""26' Yellow_Away - de Jong F.(Nadmierna ostrość)"", ""29' Goal_Away - Aubameyang P.(Dembele O.)"", ""31' Yellow_Away - Busquets S.(Przytrzymywanie)"", ""38' Goal_Away - Araujo R.(Dembele O.)"", ""47' Goal_Away - Torres F.(Aubameyang P.)"", ""51' Goal_Away - Aubameyang P.(Torres F.)"", ""63' Yellow_Home - Modric L.(Nadmierna ostrość)"", ""74' Yellow_Away - Alba J.(Podcięcie)"", ""82' Yellow_Home - Camavinga E.(Nadmierna ostrość)"", ""88' Yellow_Away - Nico(Faul)"", ""88' Yellow_Home - Lucas(Podcięcie)""]",20.03.2022,21:00,0,4,Away,40%,60%,14,18,4,10,94,134,38,46,5,5,5,3,12,9,4,3,0,0,6,4,9,12,4,4
laliga,Sevilla,Real Sociedad,"[""32' Yellow_Away - Zaldua J.(Podcięcie)"", ""82' Yellow_Away - Januzaj A.(Przytrzymywanie)"", ""89' Yellow_Away - Gorosabel A.(Podcięcie)""]",20.03.2022,18:30,0,0,Draw,60%,40%,10,13,0,2,134,79,72,50,5,5,5,6,13,13,7,3,1,0,2,0,12,13,0,3
laliga,Cadiz,Villarreal,"[""31' Yellow_Away - Torres P.(Bójka)"", ""31' Yellow_Home - Lozano C.(Bójka)"", ""48' Yellow_Away - Capoue E.(Nadmierna ostrość)"", ""48' Yellow_Home - Idrissi O.(Faul)"", ""55' Yellow_Home - Fede(Faul)"", ""90' Goal_Home - Sobrino R.(Perez L.)"", ""90+1' Yellow_Home - Alejo I.(Poza boiskiem)""]",20.03.2022,16:15,1,0,Home,42%,58%,16,3,7,1,84,118,38,50,7,0,2,2,12,11,6,3,3,2,1,6,11,11,3,2
laliga,Celta Vigo,Betis,"[""81' Yellow_Away - Carvalho W.(Nadmierna ostrość)"", ""90' Yellow_Away - Pezzella G.(Podcięcie)"", ""90+4' Yellow_Home - Fontan J.(Podcięcie)""]",20.03.2022,16:15,0,0,Draw,52%,48%,9,7,3,1,128,110,61,28,6,5,0,1,10,15,2,2,4,0,1,3,12,12,1,2
laliga,Espanyol,Mallorca,"[""09' Yellow_Away - Costa J.(Podcięcie)"", ""23' Yellow_Home - Bare K.(Podcięcie)"", ""37' Yellow_Away - Muriqi V.(Faul)"", ""42' Goal_Home - de Tomas R.(Darder S.)"", ""62' Yellow_Away - Raillo A.(Nadmierna ostrość)"", ""81' Yellow_Home - Morlanes M.(Nadmierna ostrość)"", ""81' Yellow_Home - Vidal A.(Niesportowe zachowanie)""]",20.03.2022,14:00,1,0,Home,45%,55%,12,9,3,3,104,115,33,51,5,3,4,3,12,17,6,6,0,0,3,2,14,12,3,3
laliga,Vallecano,Atletico Madrid,"[""20' Yellow_Away - Lodi R.(Podcięcie)"", ""30' Yellow_Home - Suarez M.(Podcięcie)"", ""42' Yellow_Home - Comesana S.(Faul)"", ""49' Goal_Away - Koke(Joao Felix)"", ""65' Yellow_Home - Trejo O.(Przytrzymywanie)"", ""74' Yellow_Away - Kondogbia G.(Podcięcie)"", ""78' Yellow_Away - Koke(Podcięcie)"", ""81' Yellow_Away - Oblak J.(Opóźnianie gry)"", ""85' Red_Card_Away - Correa A.(Niesportowe zachowanie)"", ""85' Yellow_Away - Savic S.(Niesportowe zachowanie)""]",19.03.2022,21:00,0,1,Away,55%,45%,15,11,3,3,148,88,59,40,6,8,6,0,15,18,3,6,2,3,2,3,15,12,3,5
laliga,Osasuna,Levante,"[""44' Goal_Home - Avila C.(Budimir A.)"", ""47' Yellow_Away - Pubill Pages M.(Przytrzymywanie)"", ""57' Goal_Home - Budimir A.(Garcia R.)"", ""64' Goal_Home - Brasanac D."", ""76' Goal_Away - Marti R.(Soldado R.)""]",19.03.2022,18:30,3,1,Home,45%,55%,20,13,7,4,107,90,42,47,12,4,1,5,20,11,6,1,2,3,3,4,9,17,0,1
laliga,Elche,Valencia,"[""07' Var_Away"", ""08' Yellow_Home - Barragan A.(Niesportowe zachowanie)"", ""27' Yellow_Away - Foulquier D.(Podcięcie)"", ""39' Yellow_Away - Diakhaby M.(Nadmierna ostrość)"", ""45+1' Yellow_Home - Verdu G.(Poza boiskiem, Niesportowe zachowanie)"", ""50' Goal_Away - Guedes G.(Soler C.)"", ""65' Yellow_Away - Gil B.(Podcięcie)"", ""67' Var_Home"", ""90+2' Red_Card_Home - Mojica J.(Niesportowe zachowanie)"", ""90+3' Yellow_Home - Niesportowe zachowanieFidel(Poza boiskiem, Niesportowe zachowanie)""]",19.03.2022,16:15,0,1,Away,55%,45%,8,8,2,3,100,89,49,35,4,4,2,1,25,30,4,2,5,3,2,2,19,14,3,3
laliga,Alaves,Granada,"[""04' Yellow_Home - Loum M.(Podcięcie)"", ""26' Penalty_Missed_Home -  Joselu()"", ""27' Yellow_Away - Quini(Zagranie ręką)"", ""41' Yellow_Home - Tenaglia N.(Podcięcie)"", ""45+3' Yellow_Away - Uzuni M.(Podcięcie)"", ""50' Goal_Away - Escudero S.(Collado A.)"", ""53' Goal_Home - Escalante G.(Vallejo M.)"", ""57' Goal_Home - Vallejo M.(Rioja L.)"", ""61' Yellow_Away - Petrovic N.(Faul)"", ""75' Goal_Away - Puertas A.(Molina J.)"", ""87' Goal_Away - Suarez L.(Machis D.)"", ""89' Yellow_Home - de la Fuente M.(Nadmierna ostrość)"", ""90' Yellow_Away - Sanchez G.(Nadmierna ostrość)"", ""90+6' Yellow_Home - Escalante G.(Nadmierna ostrość)"", ""90+8' Red_Card_Away - Escandell A.(Poza boiskiem, Bójka)"", ""90+8' Yellow_Away - Diaz V.(Poza boiskiem, Nadmierna ostrość)"", ""90+8' Yellow_Away - Escudero S.(Nadmierna ostrość)""]",19.03.2022,14:00,2,3,Away,50%,50%,11,12,6,3,102,119,52,29,1,5,4,4,24,17,6,2,0,6,0,4,12,10,4,6
laliga,Athletic Bilbao,Getafe,"[""03' Goal_Away - Unal E.(Djene)"", ""25' Yellow_Away - Mitrovic S.(Nadmierna ostrość)"", ""29' Goal_Home - Berchiche Y.(Williams I.)"", ""32' Yellow_Away - Unal E.(Podcięcie)"", ""57' Var_Away"", ""65' Red_Card_Away - Cuenca J.(Podcięcie)"", ""79' Yellow_Home - Vesga M.(Przytrzymywanie)"", ""86' Yellow_Away - Djene(Podcięcie)"", ""88' Yellow_Home - de Marcos O.(Faul)"", ""90' Red_Card_Away - Jankto J.(Poza boiskiem, Niesportowe zachowanie)"", ""90+3' Yellow_Away - Mata J.(Niesportowe zachowanie)"", ""90+3' Yellow_Home - Petxa A.(Niesportowe zachowanie)"", ""90+6' Yellow_Home - Alvarez Y.(Nadmierna ostrość)"", ""90+7' Yellow_Away - Suarez D.(Opóźnianie gry)""]",18.03.2022,21:00,1,1,Draw,66%,34%,22,7,11,2,135,72,70,20,7,4,4,1,16,18,8,2,3,3,1,10,15,13,4,5
laliga,Mallorca,Real Madrid,"[""17' Yellow_Away - Valverde F.(Nadmierna ostrość)"", ""30' Yellow_Away - Vinicius Junior(Niesportowe zachowanie)"", ""30' Yellow_Home - Rodriguez A.(Niesportowe zachowanie)"", ""52' Yellow_Away - Lucas(Przytrzymywanie)"", ""55' Goal_Away - Vinicius Junior(Benzema K.)"", ""55' Yellow_Away - Niesportowe zachowanieAncelotti C.(Poza boiskiem, Niesportowe zachowanie)"", ""69' Yellow_Home - Raillo A.(Nadmierna ostrość)"", ""76' Yellow_Home - Maffeo P.(Podcięcie)"", ""77' Goal_Away - Benzema K.(Penalty )"", ""82' Goal_Away - Benzema K.(Marcelo)""]",14.03.2022,21:00,0,3,Away,37%,63%,14,11,3,5,91,118,43,62,7,3,4,3,19,12,1,6,0,4,2,3,13,15,3,3
laliga,Barcelona,Osasuna,"[""13' Yellow_Away - Vidal N.(Podcięcie)"", ""14' Goal_Home - Torres F.(Penalty )"", ""15' Yellow_Away - Garcia D.(Podcięcie)"", ""21' Goal_Home - Torres F.(Dembele O.)"", ""27' Goal_Home - Aubameyang P.(Dembele O.)"", ""75' Goal_Home - Puig R."", ""89' Yellow_Away - Garcia U.(Przytrzymywanie)"", ""90+3' Yellow_Away - Brasanac D.(Niesportowe zachowanie)""]",13.03.2022,21:00,4,0,Home,72%,28%,24,4,9,3,166,60,84,16,7,1,8,0,6,11,5,1,4,3,3,5,7,4,0,4
laliga,Real Sociedad,Alaves,"[""21' Yellow_Home - Illarramendi A.(Nadmierna ostrość)"", ""27' Yellow_Away - Laguardia V.(Faul)"", ""70' Goal_Home - Zubimendi M.(Oyarzabal M.)""]",13.03.2022,18:30,1,0,Home,60%,40%,15,13,6,4,96,116,40,48,6,2,3,7,19,16,6,4,1,7,4,5,15,12,1,1
laliga,Betis,Athletic Bilbao,"[""08' Yellow_Away - Berchiche Y.(Podcięcie)"", ""16' Yellow_Away - Berenguer A.(Przytrzymywanie)"", ""20' Goal_Home - Iglesias B.(Miranda J.)"", ""25' Yellow_Home - Pezzella G.(Podcięcie)"", ""28' Yellow_Home - Miranda J.(Nadmierna ostrość)"", ""76' Yellow_Home - Ruibal A.(Podcięcie)"", ""77' Yellow_Away - Williams N.(Nadmierna ostrość)"", ""80' Red_Card_Home - Fekir N.(Niesportowe zachowanie)"", ""80' Yellow_Away - Sancet O.(Niesportowe zachowanie)"", ""80' Yellow_Away - de Marcos O.(Podcięcie)"", ""80' Yellow_Home - Canales S.(Niesportowe zachowanie)""]",13.03.2022,16:15,1,0,Home,51%,49%,8,11,5,2,79,106,44,47,2,6,1,3,16,20,5,6,3,4,2,4,17,12,4,5
laliga,Vallecano,Sevilla,"[""11' Var_Away"", ""46' Goal_Home - Bebe(Balliu I.)"", ""59' Yellow_Away - Ocampos L.(Podcięcie)"", ""63' Goal_Away - Delaney T.(Corona J.)"", ""74' Yellow_Home - Iraola A.(Poza boiskiem)""]",13.03.2022,14:00,1,1,Draw,43%,57%,10,3,2,2,127,89,40,40,4,1,4,0,24,23,5,6,3,1,1,1,16,15,0,1
laliga,Getafe,Valencia,"[""31' Yellow_Away - Alderete O.(Nadmierna ostrość)"", ""39' Yellow_Home - Ramirez S.(Podcięcie)"", ""49' Yellow_Home - Alena C.(Podcięcie)"", ""71' Var_Home"", ""73' Yellow_Home - Flores Q.(Poza boiskiem)"", ""73' Yellow_Home - Mayoral B.(Niesportowe zachowanie)"", ""80' Yellow_Home - Mata J.(Poza boiskiem)"", ""82' Yellow_Away - Guillamon H.(Podcięcie)"", ""87' Yellow_Away - Moriba I.(Podcięcie)"", ""90+2' Yellow_Home - Maksimovic N.(Nadmierna ostrość)"", ""90+4' Yellow_Away - Foulquier D.(Nadmierna ostrość)"", ""90+4' Yellow_Home - Olivera M.(Niesportowe zachowanie)"", ""90+5' Yellow_Away - Costa H.(Podcięcie)""]",12.03.2022,21:00,0,0,Draw,53%,47%,16,6,6,0,120,101,45,32,6,6,4,0,24,20,5,3,2,3,0,6,18,21,6,5
laliga,Villarreal,Celta Vigo,"[""34' Yellow_Home - Iborra V.(Przytrzymywanie)"", ""64' Goal_Home - Parejo D.(Trigueros M.)"", ""90+4' Yellow_Away - Galan J.(Nadmierna ostrość)""]",12.03.2022,18:30,1,0,Home,50%,50%,10,12,3,2,90,100,65,53,5,6,2,4,11,13,5,6,2,2,2,2,12,14,1,1
laliga,Granada,Elche,"[""11' Goal_Away - Fidel(Milla P.)"", ""32' Yellow_Away - Boye L.(Faul)"", ""37' Yellow_Home - Torrente R.(Faul)"", ""49' Yellow_Away - Roco E.(Niesportowe zachowanie)"", ""54' Yellow_Home - Quini(Przytrzymywanie)"", ""56' Yellow_Home - Petrovic N.(Podcięcie)"", ""65' Yellow_Away - Gumbau G.(Podcięcie)"", ""70' Yellow_Away - Mojica J.(Nadmierna ostrość)"", ""82' Yellow_Away - Fidel(Opóźnianie gry)"", ""88' Yellow_Away - Olaza L.(Podcięcie)""]",12.03.2022,16:15,0,1,Away,57%,43%,15,13,4,2,112,116,50,39,6,6,5,5,21,23,3,3,1,1,1,4,15,16,3,6
laliga,Levante,Espanyol,"[""18' Yellow_Away - Pedrosa A.(Nadmierna ostrość)"", ""35' Yellow_Home - Duarte O.(Podcięcie)"", ""40' Yellow_Home - Melero G.(Podcięcie)"", ""50' Goal_Away - Puado J.(Darder S.)"", ""55' Yellow_Away - Puado J.(Podcięcie)"", ""71' Yellow_Away - Calero F.(Nadmierna ostrość)"", ""80' Goal_Home - Gomez D."", ""86' Yellow_Home - Lisci A.(Poza boiskiem)"", ""90' Yellow_Home - Rober Pier(Nadmierna ostrość)"", ""90+3' Yellow_Away - Embarba A.(Nadmierna ostrość)"", ""90+4' Yellow_Home - Campana J.(Niesportowe zachowanie)""]",12.03.2022,14:00,1,1,Draw,56%,44%,14,6,3,1,122,82,68,28,7,4,4,1,16,23,8,2,3,1,0,2,17,10,4,4
laliga,Atletico Madrid,Cadiz,"[""03' Goal_Home - Joao Felix"", ""30' Yellow_Home - de Paul R.(Podcięcie)"", ""33' Yellow_Away - Sobrino R.(Podcięcie)"", ""35' Yellow_Home - Carrasco Y.(Faul)"", ""41' Yellow_Home - Mandava R.(Podcięcie)"", ""41' Yellow_Home - Simeone D.(Poza boiskiem, Niesportowe zachowanie)"", ""45' Goal_Away - Negredo A.(Espino A.)"", ""68' Goal_Home - de Paul R."", ""88' Red_Card_Home - Serrano J.(Nadmierna ostrość)"", ""90+1' Yellow_Home - Savic S.(Podcięcie)""]",11.03.2022,21:00,2,1,Home,46%,54%,6,14,5,3,84,130,15,46,1,10,0,1,14,24,0,4,1,0,2,3,23,14,4,1
laliga,Athletic Bilbao,Levante,"[""14' Yellow_Home - Berenguer A.(Podcięcie)"", ""20' Yellow_Away - Miramon J.(Nadmierna ostrość)"", ""37' Yellow_Away - Son(Przytrzymywanie)"", ""63' Goal_Home - Vesga M.(Berenguer A.)"", ""76' Goal_Home - Williams I.(Berenguer A.)"", ""88' Goal_Home - Zarraga O.(Penalty )"", ""90+1' Goal_Away - de Frutos J.(Rober Pier)""]",07.03.2022,21:00,3,1,Home,50%,50%,17,5,9,2,119,84,53,32,5,2,3,1,13,9,4,3,3,0,1,6,6,14,1,2
laliga,Betis,Atletico Madrid,"[""02' Goal_Away - Joao Felix(Correa A.)"", ""23' Yellow_Home - Iglesias B.(Przytrzymywanie)"", ""27' Yellow_Away - Simeone D.(Poza boiskiem)"", ""34' Yellow_Away - Herrera H.(Niesportowe zachowanie)"", ""40' Yellow_Home - Akouokou P.(Nadmierna ostrość)"", ""45+5' Goal_Home - Tello C.(Sabaly Y.)"", ""50' Yellow_Home - Bartra M.(Faul)"", ""61' Goal_Away - Joao Felix(Llorente M.)"", ""63' Yellow_Away - Carrasco Y.(Podcięcie)"", ""71' Yellow_Home - Tello C.(Podcięcie)"", ""80' Goal_Away - Lemar T.(Griezmann A.)"", ""87' Yellow_Away - Llorente M.(Niesportowe zachowanie)"", ""87' Yellow_Home - Ruibal A.(Niesportowe zachowanie)""]",06.03.2022,21:00,1,3,Away,65%,35%,18,8,6,6,156,73,66,19,4,2,8,0,10,16,10,3,0,1,3,5,16,10,5,3
laliga,Celta Vigo,Mallorca,"[""06' Yellow_Home - Beltran F.(Przytrzymywanie)"", ""13' Goal_Home - Galhardo T."", ""17' Goal_Away - Gonzalez G.(Costa J.)"", ""25' Goal_Home - Suarez D.(Aspas I.)"", ""49' Own_Away - Aidoo J.()"", ""61' Goal_Home - Aspas I.(Cervi F.)"", ""66' Yellow_Away - Muriqi V.(Niesportowe zachowanie)"", ""71' Yellow_Home - Tapia R.(Nadmierna ostrość)"", ""78' Yellow_Home - Mallo H.(Podcięcie)"", ""80' Yellow_Away - Raillo A.(Podcięcie)"", ""82' Yellow_Home - Mendez B.(Podcięcie)"", ""86' Red_Card_Home - Żółta kartka / Mallo H.(Zagranie ręką)"", ""87' Goal_Away - Sevilla S.(Penalty )"", ""90+3' Yellow_Away - Battaglia R.(Podcięcie)"", ""90+4' Yellow_Away - Rodriguez A.(Podcięcie)"", ""90+7' Goal_Home - Aspas I.(Penalty )"", ""90+7' Red_Card_Away - Reina M.(Poza boiskiem)""]",06.03.2022,18:30,4,3,Home,59%,41%,16,12,8,3,130,98,43,29,4,5,4,4,8,16,4,5,0,0,0,4,17,9,5,4
