League,Home,Away,INC,Date,Time,H_Score,A_Score,WIN,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards
bundesliga,FC Augsburg,VfL Wolfsburg,"[""38' Goal_Away - Weghorst W.(Gerhardt Y.)"", ""40' Yellow_Home - Benes L.(Nadmierna ostrość)"", ""52' Yellow_Home - Gumny R.(Przytrzymywanie)"", ""55' Var_Away"", ""59' Goal_Away - Baku R.(Weghorst W.)"", ""70' Var_Away""]",06.02.2021,15:30,0,2,Away,43%,57%,9,17,1,9,86,128,34,34,8,8,,,20,12,7,4,1,6,7,1,10,15,2,0
bundesliga,FC Schalke 04,RB Lipsk,"[""27' Yellow_Home - Mascarell O.(Podcięcie)"", ""45+3' Goal_Away - Mukiele N.(Nkunku C.)"", ""69' Yellow_Home - Kolasinac S.(Nadmierna ostrość)"", ""73' Goal_Away - Sabitzer M.(Angelino)"", ""82' Yellow_Away - Sabitzer M.(Podcięcie)"", ""87' Goal_Away - Orban W.(Angelino)""]",06.02.2021,15:30,0,3,Away,38%,62%,3,24,1,10,64,151,10,66,2,14,,,19,17,1,7,2,3,7,1,14,16,2,1
bundesliga,SC Freiburg,Borussia Dortmund,"[""49' Goal_Home - Jeong Woo-Yeong(Grifo V.)"", ""52' Goal_Home - Schmid J."", ""76' Goal_Away - Moukoko Y.(Haaland E.)"", ""78' Yellow_Away - Bellingham J.(Nadmierna ostrość)"", ""90+2' Yellow_Away - Akanji M.(Nadmierna ostrość)"", ""90+4' Yellow_Home - Haberer J.(Niesportowe zachowanie)""]",06.02.2021,15:30,2,1,Home,37%,63%,6,16,3,5,69,144,24,54,3,11,,,12,16,1,1,2,1,4,1,12,12,1,2
bundesliga,Hertha Berlin,Bayern Munich,"[""12' Penalty_Missed_Away -  Lewandowski R.()"", ""21' Goal_Away - Coman K.(Mueller T.)"", ""31' Yellow_Away - Pavard B.(Podcięcie)"", ""41' Yellow_Home - Darida V.(Niesportowe zachowanie)"", ""90+2' Yellow_Home - Khedira S.(Niesportowe zachowanie)""]",05.02.2021,20:00,0,1,Away,41%,59%,11,17,7,7,85,141,30,72,4,10,,,17,20,3,11,6,3,6,7,12,15,2,1
bundesliga,VfL Wolfsburg,SC Freiburg,"[""21' Goal_Home - Brooks J."", ""39' Goal_Home - Weghorst W.(Steffen R.)"", ""85' Goal_Home - Gerhardt Y.(Baku R.)""]",31.01.2021,18:00,3,0,Home,47%,53%,12,9,6,2,102,113,43,49,6,7,,,11,14,5,10,1,1,2,3,13,10,,
bundesliga,1. FC Koeln,Arminia Bielefeld,"[""10' Goal_Home - Wolf M."", ""28' Goal_Home - Wolf M."", ""42' Yellow_Home - Jakobs I.(Podcięcie)"", ""54' Yellow_Home - Duda O.(Podcięcie)"", ""63' Goal_Home - Rexhbecaj E.(Skhiri E.)"", ""64' Yellow_Away - Soukou C.(Podcięcie)"", ""72' Goal_Away - Cordova S.(Klos F.)""]",31.01.2021,15:30,3,1,Home,46%,54%,14,9,7,3,99,109,40,36,7,6,,,19,17,3,5,2,2,2,4,15,17,2,1
bundesliga,RB Lipsk,Bayer Leverkusen,"[""51' Goal_Home - Nkunku C."", ""60' Yellow_Away - Bellarabi K.(Nadmierna ostrość)"", ""75' Yellow_Away - Bailey L.(Nadmierna ostrość)"", ""90' Yellow_Home - Kluivert J.(Przytrzymywanie)"", ""90+2' Yellow_Home - Haidara A.(Faul)""]",30.01.2021,18:30,1,0,Home,45%,55%,16,8,2,4,95,132,43,41,14,4,,,19,15,6,6,4,4,4,1,11,15,2,2
bundesliga,1. FC Union Berlin,B. Moenchengladbach,"[""08' Yellow_Away - Kramer Ch.(Przytrzymywanie)"", ""31' Goal_Home - Knoche R.(Ingvartsen M.)"", ""36' Yellow_Away - Rose M.(Poza boiskiem)"", ""45' Yellow_Away - Zakaria D.(Nadmierna ostrość)"", ""59' Goal_Away - Plea A.(Hofmann J.)"", ""63' Yellow_Away - Neuhaus F.(Podcięcie)"", ""71' Yellow_Home - Schlotterbeck N.(Podcięcie)""]",30.01.2021,15:30,1,1,Draw,43%,57%,13,12,3,4,63,73,15,26,10,8,,,17,12,2,9,1,2,3,2,12,13,1,3
bundesliga,Bayern Munich,TSG Hoffenheim,"[""32' Goal_Home - Boateng J.(Kimmich J.)"", ""43' Goal_Home - Mueller T.(Lewandowski R.)"", ""44' Goal_Away - Kramaric A.(Bebou I.)"", ""53' Yellow_Home - Roca M.(Podcięcie)"", ""57' Goal_Home - Lewandowski R."", ""63' Goal_Home - Gnabry S.(Coman K.)"", ""71' Var_Home""]",30.01.2021,15:30,4,1,Home,60%,40%,15,14,9,5,100,40,59,20,6,9,,,11,15,10,4,5,3,4,5,10,8,1,0
bundesliga,Borussia Dortmund,FC Augsburg,"[""10' Goal_Away - Hahn A.(Niederlechner F.)"", ""20' Yellow_Away - Iago(Zagranie ręką)"", ""21' Penalty_Missed_Home -  Haaland E.()"", ""26' Goal_Home - Delaney T.(Reus M.)"", ""63' Goal_Home - Sancho J.(Guerreiro R.)"", ""75' Own_Home - Uduokhai F.()""]",30.01.2021,15:30,3,1,Home,63%,37%,14,5,5,1,121,23,61,3,9,4,,,11,13,10,1,1,1,0,3,12,11,0,1
bundesliga,Eintracht Frankfurt,Hertha Berlin,"[""35' Yellow_Home - Tuta(Przytrzymywanie)"", ""37' Yellow_Away - Tousart L.(Podcięcie)"", ""59' Yellow_Away - Torunarigha J.(Podcięcie)"", ""66' Goal_Away - Piątek K.(Cunha M.)"", ""67' Goal_Home - Silva An.(Kostic F.)"", ""85' Goal_Home - Hinteregger M.(Toure A.)"", ""88' Yellow_Away - Piątek K.(Podcięcie)"", ""90+4' Yellow_Away - Cunha M.(Podcięcie)"", ""90+5' Goal_Home - Silva An.(Penalty )""]",30.01.2021,15:30,3,1,Home,59%,41%,17,11,8,4,103,43,37,10,9,7,,,16,17,4,7,0,4,3,5,17,14,1,4
bundesliga,Werder Brema,FC Schalke 04,"[""38' Goal_Away - Mascarell O.(Harit A.)"", ""63' Yellow_Away - Stambouli B.(Podcięcie)"", ""65' Yellow_Away - Fahrmann R.(Opóźnianie gry)"", ""77' Goal_Home - Mohwald K.(Rashica M.)"", ""88' Yellow_Away - Huntelaar K.(Podcięcie)"", ""90+2' Yellow_Away - Thiaw M.(Podcięcie)"", ""90+4' Var_Home""]",30.01.2021,15:30,1,1,Draw,45%,55%,15,6,6,1,60,101,21,20,9,5,,,18,15,6,1,3,1,0,5,11,20,0,4
bundesliga,VfB Stuttgart,1. FSV Mainz 05,"[""21' Yellow_Away - Niakhate M.(Podcięcie)"", ""32' Yellow_Home - Forster P.(Podcięcie)"", ""43' Yellow_Away - Bell S.(Podcięcie)"", ""45+1' Yellow_Away - Onisiwo K.(Nadmierna ostrość)"", ""54' Yellow_Away - Svensson B.(Poza boiskiem)"", ""55' Goal_Home - Kalajdzic S.(Sosa B.)"", ""72' Goal_Home - Katompa Mvumpa S.(Mangala O.)"", ""81' Yellow_Away - Kohr D.(Podcięcie)""]",29.01.2021,20:30,2,0,Home,53%,47%,9,10,3,2,102,121,30,62,6,8,,,21,11,2,4,3,0,2,1,9,20,1,4
bundesliga,TSG Hoffenheim,1. FC Koeln,"[""06' Yellow_Away - Cestic S.(Zagranie ręką)"", ""07' Goal_Home - Kramaric A.(Penalty )"", ""12' Yellow_Home - Bebou I.(Podcięcie)"", ""28' Goal_Home - Baumgartner C.(Gacinovic M.)"", ""52' Yellow_Home - Posch S.(Podcięcie)"", ""56' Yellow_Away - Skhiri E.(Podcięcie)"", ""63' Yellow_Away - Mere J.(Podcięcie)"", ""75' Goal_Home - Kramaric A.(Penalty )"", ""79' Penalty_Missed_Away -  Modeste A.()""]",24.01.2021,18:00,3,0,Home,52%,48%,13,13,4,4,114,122,43,69,9,9,,,15,7,6,9,0,2,4,1,8,13,2,3
bundesliga,FC Schalke 04,Bayern Munich,"[""33' Goal_Away - Mueller T.(Kimmich J.)"", ""54' Goal_Away - Lewandowski R.(Kimmich J.)"", ""80' Yellow_Home - Nastasic M.(Nadmierna ostrość)"", ""84' Yellow_Away - Boateng J.(Podcięcie)"", ""88' Goal_Away - Mueller T.(Kimmich J.)"", ""90' Goal_Away - Alaba D.(Coman K.)""]",24.01.2021,15:30,0,4,Away,42%,58%,14,32,4,14,89,135,30,104,10,18,,,10,7,3,7,2,1,10,4,5,9,1,1
bundesliga,Hertha Berlin,Werder Brema,"[""09' Yellow_Home - Mittelstadt M.(Podcięcie)"", ""10' Goal_Away - Selke D.(Penalty )"", ""12' Yellow_Away - Selke D.(Podcięcie)"", ""21' Penalty_Missed_Home -  Cunha M.()"", ""21' Yellow_Away - Mbom J.(Przytrzymywanie)"", ""26' Yellow_Home - Cordoba J.(Niesportowe zachowanie)"", ""29' Goal_Away - Toprak O.(Bittencourt L.)"", ""45+2' Goal_Home - Cordoba J.(Pekarik P.)"", ""57' Goal_Away - Bittencourt L.(Eggestein M.)"", ""77' Goal_Away - Sargent J."", ""86' Yellow_Away - Bittencourt L.(Przytrzymywanie)""]",23.01.2021,18:30,1,4,Away,62%,38%,18,7,10,5,175,69,91,14,8,2,,,11,18,7,1,2,0,1,9,16,12,2,3
bundesliga,1. FSV Mainz 05,RB Lipsk,"[""15' Goal_Away - Adams T."", ""23' Yellow_Away - Halstenberg M.(Podcięcie)"", ""24' Goal_Home - Niakhate M."", ""30' Goal_Away - Halstenberg M."", ""35' Goal_Home - Niakhate M.(Bell S.)"", ""40' Yellow_Home - Niakhate M.(Przytrzymywanie)"", ""50' Goal_Home - Barreiro L.(da Costa D.)"", ""70' Yellow_Away - Adams T.(Niesportowe zachowanie)"", ""75' Yellow_Home - da Costa D.(Nadmierna ostrość)"", ""88' Yellow_Away - Orban W.(Podcięcie)"", ""90+2' Yellow_Away - Sorloth A.(Niesportowe zachowanie)""]",23.01.2021,15:30,3,2,Home,39%,61%,10,12,4,5,124,133,31,54,6,7,,,17,15,3,9,2,0,3,1,13,16,2,4
bundesliga,Arminia Bielefeld,Eintracht Frankfurt,"[""25' Goal_Away - Silva An."", ""27' Goal_Away - Kostic F.(Younes A.)"", ""30' Yellow_Home - Kunze F.(Podcięcie)"", ""33' Goal_Away - Silva An.(Kostic F.)"", ""36' Goal_Home - Cordova S.(Brunner C.)"", ""39' Yellow_Away - N"", ""45+1' Yellow_Away - Younes A.(Podcięcie)"", ""51' Own_Away - Nilsson J.()"", ""66' Yellow_Home - Seufert N.(Podcięcie)"", ""75' Goal_Away - Jovic L.(Kamada D.)""]",23.01.2021,15:30,1,5,Away,45%,55%,8,15,4,8,94,112,27,43,4,7,,,24,17,0,8,3,2,3,3,14,22,2,2
bundesliga,Bayer Leverkusen,VfL Wolfsburg,"[""35' Goal_Away - Baku R.(Steffen R.)"", ""90+2' Yellow_Home - Alario L.(Nadmierna ostrość)"", ""90+3' Yellow_Away - Lacroix M.(Opóźnianie gry)""]",23.01.2021,15:30,0,1,Away,60%,40%,10,8,4,4,166,82,57,37,6,4,,,8,16,6,2,3,1,3,4,13,7,1,1
bundesliga,FC Augsburg,1. FC Union Berlin,"[""17' Goal_Home - Niederlechner F.(Hahn A.)"", ""25' Goal_Away - Ingvartsen M.(Awoniyi T.)"", ""45' Yellow_Home - Strobl T.(Podcięcie)"", ""47' Goal_Home - Niederlechner F."", ""49' Yellow_Home - Oxford R.(Podcięcie)"", ""55' Yellow_Home - Niederlechner F.(Nadmierna ostrość)"", ""56' Penalty_Missed_Away -  Ingvartsen M.()"", ""67' Yellow_Away - Trimmel C.(Przytrzymywanie)""]",23.01.2021,15:30,2,1,Home,42%,58%,8,9,4,5,59,148,25,64,4,4,,,23,14,2,3,1,2,4,2,13,21,3,1
bundesliga,SC Freiburg,VfB Stuttgart,"[""07' Goal_Away - Katompa Mvumpa S."", ""14' Goal_Home - Demirovic E."", ""37' Goal_Home - Jeong Woo-Yeong"", ""45' Penalty_Missed_Away -  Gonzalez N.()"", ""66' Yellow_Home - Keitel Y.(Nadmierna ostrość)"", ""74' Yellow_Home - Schmid J.(Podcięcie)""]",23.01.2021,15:30,2,1,Home,42%,58%,9,27,4,11,91,128,36,62,5,16,,,14,19,3,5,0,2,10,2,20,12,2,0
bundesliga,B. Moenchengladbach,Borussia Dortmund,"[""02' Var_Home"", ""11' Goal_Home - Elvedi N.(Hofmann J.)"", ""22' Goal_Away - Haaland E.(Sancho J.)"", ""28' Goal_Away - Haaland E.(Sancho J.)"", ""32' Goal_Home - Elvedi N."", ""49' Goal_Home - Bensebaini R.(Neuhaus F.)"", ""78' Goal_Home - Thuram M.(Neuhaus F.)"", ""89' Yellow_Home - Kramer Ch.(Faul)""]",22.01.2021,20:30,4,2,Home,41%,59%,10,16,7,7,95,110,16,64,3,9,,,10,9,3,7,0,1,5,3,9,9,1,0
bundesliga,Arminia Bielefeld,VfB Stuttgart,"[""27' Goal_Home - Klos F.(Laursen J.)"", ""47' Own_Home - Kempf M. O.()"", ""60' Yellow_Home - Yabo R.(Podcięcie)"", ""86' Goal_Home - Doan R.(Seufert N.)""]",20.01.2021,20:30,3,0,Home,39%,61%,9,11,3,3,81,117,31,55,6,8,,,9,10,2,6,1,1,3,0,9,9,1,0
bundesliga,FC Augsburg,Bayern Munich,"[""13' Goal_Away - Lewandowski R.(Penalty )"", ""15' Yellow_Home - Khedira R.(Nadmierna ostrość)"", ""62' Yellow_Home - Uduokhai F.(Podcięcie)"", ""76' Penalty_Missed_Home -  Finnbogason A.()""]",20.01.2021,20:30,0,1,Away,40%,60%,9,17,0,4,84,134,35,63,9,13,,,15,16,5,7,2,4,3,0,15,11,2,0
bundesliga,RB Lipsk,1. FC Union Berlin,"[""66' Yellow_Home - Angelino(Podcięcie)"", ""70' Goal_Home - Forsberg E.(Olmo D.)"", ""89' Yellow_Away - Giesselmann N.(Podcięcie)""]",20.01.2021,20:30,1,0,Home,64%,36%,15,4,5,1,187,83,54,25,10,3,,,14,6,5,1,0,3,1,4,6,11,1,1
bundesliga,SC Freiburg,Eintracht Frankfurt,"[""06' Goal_Away - Younes A.(Sow D.)"", ""32' Goal_Home - Sallai R.(Demirovic E.)"", ""39' Yellow_Away - Barkok A.(Niesportowe zachowanie)"", ""53' Yellow_Home - Holer L.(Faul)"", ""63' Goal_Home - Petersen N."", ""65' Yellow_Away - Tuta(Niesportowe zachowanie)"", ""65' Yellow_Home - Demirovic E.(Niesportowe zachowanie)"", ""75' Own_Away - Schlotterbeck K.()"", ""90+1' Yellow_Away - Jovic L.(Niesportowe zachowanie)"", ""90+1' Yellow_Home - Gulde M.(Niesportowe zachowanie)""]",20.01.2021,20:30,2,2,Draw,42%,58%,11,16,4,3,114,132,42,55,7,13,,,16,11,4,5,0,1,2,2,10,15,3,3
bundesliga,FC Schalke 04,1. FC Koeln,"[""31' Goal_Away - Czichos R.(Drexler D.)"", ""49' Yellow_Home - Stambouli B.(Podcięcie)"", ""57' Goal_Home - Hoppe M.(Serdar S.)"", ""89' Yellow_Away - Horn J.(Nadmierna ostrość)"", ""89' Yellow_Home - Boujellab N.(Nadmierna ostrość)"", ""90+3' Goal_Away - Thielmann J.(Rexhbecaj E.)""]",20.01.2021,18:30,1,2,Away,61%,39%,15,13,8,4,139,92,55,26,7,9,,,14,9,5,8,2,3,2,7,7,11,2,1
bundesliga,1. FSV Mainz 05,VfL Wolfsburg,"[""53' Yellow_Away - Philipp M.(Podcięcie)"", ""57' Yellow_Home - Boetius J-P.(Nadmierna ostrość)"", ""65' Goal_Away - Białek B.(Arnold M.)"", ""79' Goal_Away - Weghorst W."", ""90+2' Yellow_Away - Guilavogui J.(Uderzenie łokciem)""]",19.01.2021,20:30,0,2,Away,38%,62%,8,8,0,2,115,112,36,38,8,6,,,18,20,2,5,4,3,0,0,17,15,1,2
bundesliga,Bayer Leverkusen,Borussia Dortmund,"[""14' Goal_Home - Diaby M.(Bailey L.)"", ""67' Goal_Away - Brandt J.(Guerreiro R.)"", ""73' Yellow_Home - Bailey L.(Faul)"", ""78' Yellow_Home - Diaby M.(Nadmierna ostrość)"", ""80' Goal_Home - Wirtz F.(Diaby M.)"", ""90+1' Yellow_Away - Hummels M.(Podcięcie)"", ""90+3' Yellow_Away - Delaney T.(Faul)""]",19.01.2021,20:30,2,1,Home,48%,52%,23,15,13,3,99,119,34,58,10,12,,,9,14,6,5,2,1,2,11,13,8,2,2
bundesliga,Hertha Berlin,TSG Hoffenheim,"[""12' Penalty_Missed_Home -  Piątek K.()"", ""25' Yellow_Away - Gacinovic M.(Nadmierna ostrość)"", ""33' Goal_Away - Rudy S.(Baumgartner C.)"", ""66' Yellow_Home - Lukebakio D.(Nadmierna ostrość)"", ""68' Goal_Away - Kramaric A.(Samassekou D.)"", ""88' Goal_Away - Kramaric A.""]",19.01.2021,20:30,0,3,Away,57%,43%,13,11,2,6,134,92,52,28,11,5,,,16,15,3,2,1,1,3,2,16,16,1,1
bundesliga,B. Moenchengladbach,Werder Brema,"[""22' Yellow_Away - Pavlenka J.(Nadmierna ostrość)"", ""37' Yellow_Home - Sommer Y.(Podcięcie)"", ""48' Yellow_Away - Sargent J.(Podcięcie)"", ""66' Goal_Home - Elvedi N.(Benes L.)"", ""68' Yellow_Home - Wendt O.(Podcięcie)""]",19.01.2021,18:30,1,0,Home,56%,44%,11,11,6,2,149,68,57,26,5,9,,,12,18,7,5,3,1,2,5,15,11,2,2
bundesliga,Eintracht Frankfurt,FC Schalke 04,"[""28' Goal_Home - Silva An.(Durm E.)"", ""29' Goal_Away - Hoppe M.(Stambouli B.)"", ""72' Goal_Home - Jovic L.(Kostic F.)"", ""87' Yellow_Away - Kutucu A.(Nadmierna ostrość)"", ""90+1' Goal_Home - Jovic L.(Kostic F.)""]",17.01.2021,18:00,3,1,Home,64%,36%,20,5,11,1,113,67,87,41,9,4,,,11,9,8,2,2,1,0,8,8,10,0,1
bundesliga,Bayern Munich,SC Freiburg,"[""07' Goal_Home - Lewandowski R.(Mueller T.)"", ""09' Yellow_Away - Hofler N.(Podcięcie)"", ""46' Yellow_Away - Sallai R.(Podcięcie)"", ""62' Goal_Away - Petersen N.(Hofler N.)"", ""74' Goal_Home - Mueller T.(Sane L.)"", ""90' Yellow_Home - Choupo-Moting M.(Podcięcie)""]",17.01.2021,15:30,2,1,Home,60%,40%,25,8,9,3,123,83,60,41,16,5,,,15,7,14,3,1,0,2,7,4,14,1,2
bundesliga,VfB Stuttgart,B. Moenchengladbach,"[""35' Goal_Away - Stindl L.(Penalty )"", ""37' Yellow_Away - Zakaria D.(Nadmierna ostrość)"", ""45' Yellow_Away - Stindl L.(Podcięcie)"", ""58' Goal_Home - Gonzalez N.(Sosa B.)"", ""61' Goal_Away - Zakaria D.(Stindl L.)"", ""71' Yellow_Home - Gonzalez N.(Niesportowe zachowanie)"", ""74' Yellow_Away - Hofmann J.(Podcięcie)"", ""81' Yellow_Home - Katompa Mvumpa S.(Podcięcie)"", ""90+6' Goal_Home - Katompa Mvumpa S.(Penalty )""]",16.01.2021,18:30,2,2,Draw,58%,42%,19,8,7,5,149,102,56,31,12,3,,,20,10,5,2,0,0,3,5,11,20,2,3
bundesliga,1. FC Koeln,Hertha Berlin,"[""45+1' Yellow_Away - Alderete O.(Nadmierna ostrość)"", ""54' Yellow_Away - Darida V.(Przytrzymywanie)"", ""63' Yellow_Home - Cestic S.(Podcięcie)"", ""77' Yellow_Home - Czichos R.(Podcięcie)"", ""79' Yellow_Away - Cordoba J.(Faul)""]",16.01.2021,15:30,0,0,Draw,48%,52%,8,14,2,3,103,130,38,45,6,11,,,19,15,5,4,2,0,3,2,13,19,2,3
bundesliga,Borussia Dortmund,1. FSV Mainz 05,"[""02' Var_Home"", ""40' Yellow_Away - Mwene P.(Podcięcie)"", ""47' Yellow_Away - Hack A.(Podcięcie)"", ""57' Goal_Away - Oztunali L.(Latza D.)"", ""68' Yellow_Home - Can E.(Nadmierna ostrość)"", ""73' Goal_Home - Meunier T."", ""76' Penalty_Missed_Home -  Reus M.()""]",16.01.2021,15:30,1,1,Draw,69%,31%,17,8,7,3,171,76,85,25,10,5,,,19,14,1,2,4,0,2,6,10,19,1,2
bundesliga,TSG Hoffenheim,Arminia Bielefeld,"[""37' Yellow_Home - John M.(Podcięcie)"", ""77' Yellow_Away - Nilsson J.(Podcięcie)""]",16.01.2021,15:30,0,0,Draw,60%,40%,11,8,5,2,137,111,55,27,6,6,,,23,11,5,3,2,4,2,5,9,21,1,1
bundesliga,VfL Wolfsburg,RB Lipsk,"[""05' Goal_Away - Mukiele N.(Forsberg E.)"", ""22' Goal_Home - Weghorst W.(Gerhardt Y.)"", ""35' Goal_Home - Steffen R.(Gerhardt Y.)"", ""42' Yellow_Away - Mukiele N.(Podcięcie)"", ""48' Yellow_Home - Otavio P.(Podcięcie)"", ""50' Yellow_Home - Mbabu K.(Niesportowe zachowanie)"", ""54' Goal_Away - Orban W."", ""59' Yellow_Home - Weghorst W.(Nadmierna ostrość)"", ""71' Yellow_Away - Kampl K.(Przytrzymywanie)"", ""81' Yellow_Home - Lacroix M.(Podcięcie)"", ""90+1' Yellow_Away - Angelino(Podcięcie)""]",16.01.2021,15:30,2,2,Draw,53%,47%,8,13,2,9,140,89,49,56,6,4,,,9,18,6,6,2,0,7,0,16,9,4,3
bundesliga,Werder Brema,FC Augsburg,"[""32' Yellow_Away - Caligiuri D.(Podcięcie)"", ""84' Goal_Home - Gebre Selassie T."", ""87' Goal_Home - Agu F.(Schmid R.)""]",16.01.2021,15:30,2,0,Home,48%,52%,10,6,5,2,110,128,28,38,5,4,,,15,11,4,4,2,1,2,3,10,18,0,1
bundesliga,1. FC Union Berlin,Bayer Leverkusen,"[""43' Yellow_Away - Tah J.(Nadmierna ostrość)"", ""52' Yellow_Home - Friedrich M.(Przytrzymywanie)"", ""88' Goal_Home - Teuchert C.(Lenz C.)"", ""90' Yellow_Away - Amiri N.(Niesportowe zachowanie)""]",15.01.2021,20:30,1,0,Home,37%,63%,10,13,3,4,88,194,22,49,7,9,,,10,9,2,3,0,0,4,2,9,10,1,2
bundesliga,Arminia Bielefeld,Hertha Berlin,"[""26' Yellow_Home - Laursen J.(Podcięcie)"", ""51' Yellow_Away - Pekarik P.(Podcięcie)"", ""64' Goal_Home - Yabo R.""]",10.01.2021,18:00,1,0,Home,49%,51%,12,10,2,6,146,110,50,37,10,4,,,23,9,8,3,1,4,6,1,8,18,1,1
bundesliga,FC Augsburg,VfB Stuttgart,"[""10' Goal_Away - Gonzalez N.(Penalty )"", ""23' Yellow_Home - Gruezo C.(Podcięcie)"", ""29' Goal_Away - Katompa Mvumpa S.(Sosa B.)"", ""32' Yellow_Away - Anton W.(Podcięcie)"", ""46' Goal_Home - Richter M.(Vargas R.)"", ""50' Yellow_Away - Endo W.(Przytrzymywanie)"", ""61' Goal_Away - Castro G.(Gonzalez N.)"", ""73' Yellow_Home - Richter M.(Niesportowe zachowanie)"", ""76' Red_Card_Home - Żółta kartka / Richter M.(Podcięcie)"", ""87' Goal_Away - Didavi D.(Anton W.)""]",10.01.2021,15:30,1,4,Away,48%,52%,14,28,4,11,86,104,30,55,10,17,,,15,6,4,11,0,2,7,3,7,12,3,2
bundesliga,RB Lipsk,Borussia Dortmund,"[""32' Yellow_Away - Delaney T.(Nadmierna ostrość)"", ""55' Goal_Away - Sancho J.(Reus M.)"", ""71' Goal_Away - Haaland E.(Sancho J.)"", ""73' Yellow_Away - Akanji M.(Nadmierna ostrość)"", ""84' Goal_Away - Haaland E.(Reus M.)"", ""89' Goal_Home - Sorloth A.""]",09.01.2021,18:30,1,3,Away,53%,47%,12,15,4,7,150,104,49,38,8,8,,,15,8,3,3,0,2,4,3,8,12,0,2
bundesliga,1. FC Union Berlin,VfL Wolfsburg,"[""10' Goal_Away - Steffen R.(Arnold M.)"", ""29' Goal_Home - Becker S.(Ingvartsen M.)"", ""50' Red_Card_Away - Arnold M.(Przytrzymywanie)"", ""52' Goal_Home - Andrich R."", ""57' Yellow_Away - Weghorst W.(Nadmierna ostrość)"", ""65' Yellow_Home - Ingvartsen M.(Zagranie ręką)"", ""66' Goal_Away - Weghorst W.(Penalty )"", ""70' Yellow_Home - Hubner F.(Przytrzymywanie)"", ""90+1' Yellow_Home - Knoche R.(Podcięcie)""]",09.01.2021,15:30,2,2,Draw,46%,54%,13,11,6,5,113,112,46,37,7,6,,,13,16,5,3,1,0,3,4,16,13,3,1
bundesliga,1. FSV Mainz 05,Eintracht Frankfurt,"[""22' Yellow_Home - Niakhate M.(Przytrzymywanie)"", ""24' Goal_Away - Silva An.(Penalty )"", ""43' Yellow_Home - Quaison R.(Przytrzymywanie)"", ""59' Yellow_Away - Hasebe M.(Zagranie ręką)"", ""72' Goal_Away - Silva An.(Penalty )""]",09.01.2021,15:30,0,2,Away,42%,58%,8,15,0,7,110,106,46,51,8,8,,,18,15,3,7,1,2,5,0,17,15,2,1
bundesliga,Bayer Leverkusen,Werder Brema,"[""52' Goal_Away - Toprak O.(Augustinsson L.)"", ""54' Yellow_Away - Augustinsson L.(Nadmierna ostrość)"", ""67' Yellow_Home - Schick P.(Podcięcie)"", ""70' Goal_Home - Schick P.(Alario L.)"", ""88' Yellow_Away - Mbom J.(Podcięcie)"", ""89' Yellow_Home - Demirbay K.(Nadmierna ostrość)""]",09.01.2021,15:30,1,1,Draw,68%,32%,12,3,3,1,215,62,56,18,9,2,,,16,25,3,1,3,2,0,2,22,13,2,2
bundesliga,FC Schalke 04,TSG Hoffenheim,"[""13' Yellow_Away - Bogarde M.(Podcięcie)"", ""23' Yellow_Home - Kabak O.(Podcięcie)"", ""42' Goal_Home - Hoppe M.(Harit A.)"", ""42' Yellow_Away - Kramaric A.(Niesportowe zachowanie)"", ""50' Yellow_Away - Gacinovic M.(Nadmierna ostrość)"", ""52' Yellow_Away - Baumgartner C.(Podcięcie)"", ""57' Goal_Home - Hoppe M.(Harit A.)"", ""63' Goal_Home - Hoppe M.(Harit A.)"", ""71' Yellow_Home - Uth M.(Niesportowe zachowanie)"", ""79' Goal_Home - Harit A.(Oczipka B.)""]",09.01.2021,15:30,4,0,Home,44%,56%,12,18,5,5,96,127,32,47,7,13,,,14,19,5,4,4,1,5,1,14,13,2,4
bundesliga,SC Freiburg,1. FC Koeln,"[""18' Goal_Home - Demirovic E."", ""39' Goal_Home - Hofler N."", ""59' Goal_Home - Sallai R.(Demirovic E.)"", ""69' Goal_Home - Lienhart P.(Demirovic E.)"", ""79' Goal_Home - Holer L.(Gunter C.)""]",09.01.2021,15:30,5,0,Home,50%,50%,12,5,6,2,111,112,36,35,6,3,,,11,18,1,3,3,2,2,1,14,10,,
bundesliga,B. Moenchengladbach,Bayern Munich,"[""20' Goal_Away - Lewandowski R.(Penalty )"", ""26' Goal_Away - Goretzka L.(Sane L.)"", ""35' Goal_Home - Hofmann J.(Stindl L.)"", ""45' Goal_Home - Hofmann J.(Stindl L.)"", ""49' Goal_Home - Neuhaus F.(Hofmann J.)"", ""62' Yellow_Home - Ginter M.(Podcięcie)"", ""63' Yellow_Away - Sule N.(Przytrzymywanie)""]",08.01.2021,20:30,3,2,Home,35%,65%,8,15,4,4,50,145,18,75,4,11,,,16,11,3,8,3,4,2,1,9,11,1,1
